-;LM;Tokenizer_2019-11-04_00.05.22;domain_novel-news;boundary;89.81;96.47;93.02;word;84.03;90.26;87.03;17;0:34:00.755990;trainLosses  [0.14683846628115554, 0.06392077752506015, 0.05002499546799528, 0.04196589076236339, 0.036528100130901714, 0.03254837543942296, 0.029369441113767013, 0.02664259607299938, 0.02441905695832704, 0.022785579671044297, 0.021185839277266257, 0.019802371084446733, 0.018479468176918264, 0.0176203355518399, 0.01677319535929429, 0.01618818133418921, 0.015400563693142043];devLosses  [0.07270346380684567, 0.054033552606900535, 0.04523480961891426, 0.04010084900876571, 0.03670575099344226, 0.03417365458504907, 0.03244437709793277, 0.031206241070196546, 0.030313767878146006, 0.02959675481007702, 0.028929131169771326, 0.02858537086553272, 0.028124613516118335, 0.027802891750959145, 0.027579783065908258, 0.02734757451361966, 0.027433330300210536];--batchSize 60 --char_dropout_prob 0.01 --char_embedding_size 200 --hidden_dim 514 --layer_num 3 --learning_rate 0.0001 --len_lines_per_chunk 1000 --lstm_num_direction 2 --optim adam --load_from Tokenizer_2019-11-04_00.05.22 --sequence_length 100 ;python Tokenizer.py --adam_lr_decay 0.0 --add_note ' domain_novel-news ' --batchSize 60 --char_dropout_prob 0.01 --char_embedding_size 200 --clip_grad 0.5 --dataset_size 'domain_novel-news' --epoch 20 --hidden_dim 514 --layer_num 3 --learning_rate 0.0001 --len_lines_per_chunk 1000 --load_from 'LM_2019-11-03_23.32.06' --lr_decay 0.01 --lstm_num_direction 2 --optim 'adam' --over_write 0 --printPrediction 0 --save_to 'Tokenizer_2019-11-04_00.05.22' --sequence_length 100 --sgd_momentum 0.02 --with_dot 0
-;LM;Tokenizer_2019-11-04_00.45.34;domain_novel-news;boundary;90.22;96.24;93.13;word;84.62;90.26;87.35;20;0:40:11.890598;trainLosses  [0.15105754685536701, 0.06473222895333515, 0.05064633738567781, 0.04250030195218834, 0.03687845611355113, 0.03281436339675931, 0.029549613066167386, 0.026765557541862953, 0.024659716542903803, 0.02285440019261672, 0.021333640409708397, 0.01982757612482537, 0.01877894833796288, 0.017803184250510067, 0.016842186331617923, 0.016253042218495328, 0.015520063717966553, 0.014825369254217936, 0.01425281602739539, 0.013772896969522438];devLosses  [0.07369365333311859, 0.05479425568690245, 0.04588260685746697, 0.04056148068315681, 0.037070053297726585, 0.0346966003249774, 0.03287218718778813, 0.03155856909251761, 0.030656017234613156, 0.029919125803414433, 0.029256408777216386, 0.02892830770933765, 0.02850798909263364, 0.028250289267335815, 0.02815501982795781, 0.02787085170804084, 0.027616064503103836, 0.027509665780368894, 0.02739245007778036, 0.027326620687013387];--batchSize 60 --char_dropout_prob 0.01 --char_embedding_size 200 --hidden_dim 514 --layer_num 3 --learning_rate 0.0001 --len_lines_per_chunk 1000 --lstm_num_direction 2 --optim adam --load_from Tokenizer_2019-11-04_00.45.34 --sequence_length 100 ;python Tokenizer.py --adam_lr_decay 0.0 --add_note ' domain_novel-news ' --batchSize 60 --char_dropout_prob 0.01 --char_embedding_size 200 --clip_grad 0.5 --dataset_size 'domain_novel-news' --epoch 20 --hidden_dim 514 --layer_num 3 --learning_rate 0.0001 --len_lines_per_chunk 1000 --load_from 'LM_2019-11-03_23.32.06' --lr_decay 0.01 --lstm_num_direction 2 --optim 'adam' --over_write 0 --printPrediction 0 --save_to 'Tokenizer_2019-11-04_00.45.34' --sequence_length 100 --sgd_momentum 0.02 --with_dot 0
-;LM;Tokenizer_2019-11-04_01.31.56;domain_novel-news;boundary;89.86;96.57;93.09;word;84.05;90.33;87.08;18;0:36:04.909780;trainLosses  [0.1526808672439513, 0.06551160348401447, 0.05124853481655594, 0.042963391361786195, 0.03732772639498639, 0.03322279119124664, 0.029802464482248128, 0.02716556245732547, 0.02494989432179224, 0.02304605073084933, 0.021450666655744216, 0.020078643018042845, 0.018795082663845775, 0.01786029895173208, 0.01696778458529082, 0.016115024453614037, 0.015463654683135337, 0.014928318104992186];devLosses  [0.07453904763377946, 0.05550667754877573, 0.04639704945101135, 0.04112288004708016, 0.037494527047564244, 0.035046013179181636, 0.03325654583415766, 0.031975459264612746, 0.030889705829750532, 0.030188441533466864, 0.029691598110500424, 0.029078832495657878, 0.02873535263726766, 0.028314721567192298, 0.028093051764814334, 0.0279117149097481, 0.027846509612154687, 0.027850172814281506];--batchSize 60 --char_dropout_prob 0.01 --char_embedding_size 200 --hidden_dim 514 --layer_num 3 --learning_rate 0.0001 --len_lines_per_chunk 1000 --lstm_num_direction 2 --optim adam --load_from Tokenizer_2019-11-04_01.31.56 --sequence_length 100 ;python Tokenizer.py --adam_lr_decay 0.0 --add_note ' domain_novel-news ' --batchSize 60 --char_dropout_prob 0.01 --char_embedding_size 200 --clip_grad 0.5 --dataset_size 'domain_novel-news' --epoch 20 --hidden_dim 514 --layer_num 3 --learning_rate 0.0001 --len_lines_per_chunk 1000 --load_from 'LM_2019-11-03_23.32.06' --lr_decay 0.01 --lstm_num_direction 2 --optim 'adam' --over_write 0 --printPrediction 0 --save_to 'Tokenizer_2019-11-04_01.31.56' --sequence_length 100 --sgd_momentum 0.02 --with_dot 0
-;LM;Tokenizer_2019-11-04_02.14.03;domain_novel-news;boundary;89.88;96.48;93.06;word;84.11;90.29;87.09;18;0:36:07.084872;trainLosses  [0.15616183883356088, 0.06487770886371035, 0.05053150164309758, 0.042438353105312465, 0.03688034268760651, 0.03290674352232161, 0.02969460756326066, 0.0270326966045415, 0.024880828698582234, 0.023076830124108112, 0.021551364967271912, 0.020172744878244834, 0.01890041194996567, 0.0179228470625646, 0.01707390974739089, 0.016284399192625816, 0.015816464490168283, 0.015015361449171101];devLosses  [0.07414698172574756, 0.054783174147208534, 0.0458941618087648, 0.0406828571924533, 0.03716573254044714, 0.03484197950054859, 0.03302023401376845, 0.031647249092829635, 0.030747250664508206, 0.029966846472401727, 0.029394650660540866, 0.02904665652105863, 0.028701059755751455, 0.028367890451831378, 0.02814080703190003, 0.027996381894610393, 0.027722328858471465, 0.02778749846607104];--batchSize 60 --char_dropout_prob 0.01 --char_embedding_size 200 --hidden_dim 514 --layer_num 3 --learning_rate 0.0001 --len_lines_per_chunk 1000 --lstm_num_direction 2 --optim adam --load_from Tokenizer_2019-11-04_02.14.03 --sequence_length 100 ;python Tokenizer.py --adam_lr_decay 0.0 --add_note ' domain_novel-news ' --batchSize 60 --char_dropout_prob 0.01 --char_embedding_size 200 --clip_grad 0.5 --dataset_size 'domain_novel-news' --epoch 20 --hidden_dim 514 --layer_num 3 --learning_rate 0.0001 --len_lines_per_chunk 1000 --load_from 'LM_2019-11-03_23.32.06' --lr_decay 0.01 --lstm_num_direction 2 --optim 'adam' --over_write 0 --printPrediction 0 --save_to 'Tokenizer_2019-11-04_02.14.03' --sequence_length 100 --sgd_momentum 0.02 --with_dot 0
-;LM;Tokenizer_2019-11-04_02.56.17;domain_novel-news;boundary;90.08;96.4;93.13;word;84.46;90.39;87.33;20;0:40:01.523201;trainLosses  [0.1501090559996103, 0.06458923815464104, 0.050498767058603726, 0.04234893152246898, 0.03685622243210673, 0.03288598824526422, 0.029599531415625283, 0.02681329126830152, 0.024514967313588563, 0.022845892805428286, 0.021281862689940326, 0.019963115942781443, 0.01881056612277937, 0.017763754757748326, 0.016946708127720533, 0.016140332323821945, 0.015464424937799686, 0.014821026432117326, 0.01415916218015192, 0.013986533784410499];devLosses  [0.07342048451818269, 0.05464399554606142, 0.04587954723800736, 0.04054730556819631, 0.03708171097283391, 0.03471301618064272, 0.03289784696595422, 0.0315035720109597, 0.030545102667877043, 0.029758368458213478, 0.029186399460866534, 0.028632376878254717, 0.028229584275134677, 0.027968565430278064, 0.027804148051588016, 0.027703081032839316, 0.027429791724031, 0.027336766365273244, 0.02730067885727033, 0.02708171338014219];--batchSize 60 --char_dropout_prob 0.01 --char_embedding_size 200 --hidden_dim 514 --layer_num 3 --learning_rate 0.0001 --len_lines_per_chunk 1000 --lstm_num_direction 2 --optim adam --load_from Tokenizer_2019-11-04_02.56.17 --sequence_length 100 ;python Tokenizer.py --adam_lr_decay 0.0 --add_note ' domain_novel-news ' --batchSize 60 --char_dropout_prob 0.01 --char_embedding_size 200 --clip_grad 0.5 --dataset_size 'domain_novel-news' --epoch 20 --hidden_dim 514 --layer_num 3 --learning_rate 0.0001 --len_lines_per_chunk 1000 --load_from 'LM_2019-11-03_23.32.06' --lr_decay 0.01 --lstm_num_direction 2 --optim 'adam' --over_write 0 --printPrediction 0 --save_to 'Tokenizer_2019-11-04_02.56.17' --sequence_length 100 --sgd_momentum 0.02 --with_dot 0
-;-;Tokenizer_2019-11-04_03.42.23;domain_novel-news;boundary;91.49;95.45;93.43;word;86.53;90.28;88.37;11;0:22:05.382023;trainLosses  [0.13190327593635523, 0.05567823615786269, 0.04546054012268482, 0.03900303337816617, 0.03427948309904217, 0.030675840931453147, 0.02756064914836169, 0.024927402885125287, 0.022826209684234842, 0.020752900609999295, 0.019061431549629897];devLosses  [0.06082546629611103, 0.048188482807285486, 0.041208297956263885, 0.039528957064980746, 0.03299936221848274, 0.030536113242650854, 0.029603542117723102, 0.02803629615354812, 0.027341894270188506, 0.02704329276992672, 0.02732790098793205];--batchSize 60 --char_dropout_prob 0.01 --char_embedding_size 200 --hidden_dim 514 --layer_num 3 --learning_rate 0.0001 --len_lines_per_chunk 1000 --lstm_num_direction 2 --optim adam --load_from Tokenizer_2019-11-04_03.42.23 --sequence_length 100 ;python Tokenizer.py --adam_lr_decay 0.0 --add_note ' domain_novel-news --without LM' --batchSize 60 --char_dropout_prob 0.01 --char_embedding_size 200 --clip_grad 0.5 --dataset_size 'domain_novel-news' --epoch 20 --hidden_dim 514 --layer_num 3 --learning_rate 0.0001 --len_lines_per_chunk 1000  --lr_decay 0.01 --lstm_num_direction 2 --optim 'adam' --over_write 0 --printPrediction 0 --save_to 'Tokenizer_2019-11-04_03.42.23' --sequence_length 100 --sgd_momentum 0.02 --with_dot 0
-;-;Tokenizer_2019-11-04_04.10.31;domain_novel-news;boundary;91.66;94.76;93.19;word;86.86;89.8;88.31;11;0:22:05.220825;trainLosses  [0.13002177832376718, 0.055067780722475534, 0.04523569559818836, 0.039020483169105634, 0.03449160335398274, 0.030865840384521375, 0.027765723544374184, 0.025167957976713177, 0.0229253503973666, 0.021085128454893978, 0.01929858968190699];devLosses  [0.060543669494746745, 0.047713444536102226, 0.04097748278030034, 0.03923490714153339, 0.03343776637024578, 0.0319171195271714, 0.029845035838327188, 0.028353322425792957, 0.02828415915712543, 0.027583975580403174, 0.02886369486135998];--batchSize 60 --char_dropout_prob 0.01 --char_embedding_size 200 --hidden_dim 514 --layer_num 3 --learning_rate 0.0001 --len_lines_per_chunk 1000 --lstm_num_direction 2 --optim adam --load_from Tokenizer_2019-11-04_04.10.31 --sequence_length 100 ;python Tokenizer.py --adam_lr_decay 0.0 --add_note ' domain_novel-news --without LM' --batchSize 60 --char_dropout_prob 0.01 --char_embedding_size 200 --clip_grad 0.5 --dataset_size 'domain_novel-news' --epoch 20 --hidden_dim 514 --layer_num 3 --learning_rate 0.0001 --len_lines_per_chunk 1000  --lr_decay 0.01 --lstm_num_direction 2 --optim 'adam' --over_write 0 --printPrediction 0 --save_to 'Tokenizer_2019-11-04_04.10.31' --sequence_length 100 --sgd_momentum 0.02 --with_dot 0
-;-;Tokenizer_2019-11-04_04.38.40;domain_novel-news;boundary;91.49;95.38;93.39;word;86.6;90.28;88.41;12;0:24:08.775803;trainLosses  [0.12959822436710397, 0.055540372888983496, 0.0453482111915946, 0.03897957410429366, 0.03448409649857025, 0.030936189505959576, 0.027813003990499668, 0.02532568992110877, 0.023030585793066938, 0.02116623824583975, 0.019472656414689656, 0.017884082026924732];devLosses  [0.059725645715477824, 0.04769647866487503, 0.04132649897672664, 0.03924452318627944, 0.03393401734359648, 0.03094670872321759, 0.0294533073688033, 0.02889856180154729, 0.027562815139348478, 0.027298704239315, 0.027250664479944897, 0.027874027796346564];--batchSize 60 --char_dropout_prob 0.01 --char_embedding_size 200 --hidden_dim 514 --layer_num 3 --learning_rate 0.0001 --len_lines_per_chunk 1000 --lstm_num_direction 2 --optim adam --load_from Tokenizer_2019-11-04_04.38.40 --sequence_length 100 ;python Tokenizer.py --adam_lr_decay 0.0 --add_note ' domain_novel-news --without LM' --batchSize 60 --char_dropout_prob 0.01 --char_embedding_size 200 --clip_grad 0.5 --dataset_size 'domain_novel-news' --epoch 20 --hidden_dim 514 --layer_num 3 --learning_rate 0.0001 --len_lines_per_chunk 1000  --lr_decay 0.01 --lstm_num_direction 2 --optim 'adam' --over_write 0 --printPrediction 0 --save_to 'Tokenizer_2019-11-04_04.38.40' --sequence_length 100 --sgd_momentum 0.02 --with_dot 0
-;-;Tokenizer_2019-11-04_05.08.59;domain_novel-news;boundary;92.33;94.59;93.44;word;87.87;90.03;88.94;10;0:20:07.580830;trainLosses  [0.12827737800702077, 0.055433793438027554, 0.04540318582001044, 0.03925606562760682, 0.0346562285701646, 0.031082347938650518, 0.02794003762988065, 0.025368625958024256, 0.023064993699806646, 0.021144064802011878];devLosses  [0.05962631752950021, 0.04771564588293262, 0.04142647913132591, 0.039220825501385774, 0.03317524839578004, 0.031847494558013716, 0.029834803750460177, 0.02776545157720303, 0.02754369035534475, 0.028827129702629715];--batchSize 60 --char_dropout_prob 0.01 --char_embedding_size 200 --hidden_dim 514 --layer_num 3 --learning_rate 0.0001 --len_lines_per_chunk 1000 --lstm_num_direction 2 --optim adam --load_from Tokenizer_2019-11-04_05.08.59 --sequence_length 100 ;python Tokenizer.py --adam_lr_decay 0.0 --add_note ' domain_novel-news --without LM' --batchSize 60 --char_dropout_prob 0.01 --char_embedding_size 200 --clip_grad 0.5 --dataset_size 'domain_novel-news' --epoch 20 --hidden_dim 514 --layer_num 3 --learning_rate 0.0001 --len_lines_per_chunk 1000  --lr_decay 0.01 --lstm_num_direction 2 --optim 'adam' --over_write 0 --printPrediction 0 --save_to 'Tokenizer_2019-11-04_05.08.59' --sequence_length 100 --sgd_momentum 0.02 --with_dot 0
-;-;Tokenizer_2019-11-04_05.35.12;domain_novel-news;boundary;91.78;95.23;93.47;word;87.06;90.33;88.66;10;0:20:02.919743;trainLosses  [0.1312371868424904, 0.05528660638529302, 0.04521339412441655, 0.03905628083610729, 0.034423502723700435, 0.030851636765215865, 0.027653958573563016, 0.025123481744029865, 0.02297187609780561, 0.020927788924903202];devLosses  [0.05987048174800544, 0.04832180640820799, 0.04092654716437576, 0.037462909331266905, 0.03416546235053704, 0.03127823311878347, 0.029607457397826786, 0.029044663662026668, 0.02751907631326681, 0.027961699998584288];--batchSize 60 --char_dropout_prob 0.01 --char_embedding_size 200 --hidden_dim 514 --layer_num 3 --learning_rate 0.0001 --len_lines_per_chunk 1000 --lstm_num_direction 2 --optim adam --load_from Tokenizer_2019-11-04_05.35.12 --sequence_length 100 ;python Tokenizer.py --adam_lr_decay 0.0 --add_note ' domain_novel-news --without LM' --batchSize 60 --char_dropout_prob 0.01 --char_embedding_size 200 --clip_grad 0.5 --dataset_size 'domain_novel-news' --epoch 20 --hidden_dim 514 --layer_num 3 --learning_rate 0.0001 --len_lines_per_chunk 1000  --lr_decay 0.01 --lstm_num_direction 2 --optim 'adam' --over_write 0 --printPrediction 0 --save_to 'Tokenizer_2019-11-04_05.35.12' --sequence_length 100 --sgd_momentum 0.02 --with_dot 0
